"id_unico","nombre","nombre_municipio","distancia_m_linea_electrica","ccaa","provincia"
26620,"La Parrilla","Yeste","9138.87186763","Castilla-La Mancha","Albacete"
26596,"Riópar Viejo","Riópar","99999","Castilla-La Mancha","Albacete"
26642,"Lagunicas","Yeste","9498.91520976","Castilla-La Mancha","Albacete"
26662,"El Gollizo","Riópar","18504.51163083","Castilla-La Mancha","Albacete"
26665,"Macalón","Yeste","607.31428413","Castilla-La Mancha","Albacete"
26668,"Vegallera","Molinicos","17592.49516925","Castilla-La Mancha","Albacete"
26684,"Tollos","Tollos","12270.03894869","Comunitat Valenciana","Alacant-Alicante"
26802,"Ares del Bosque","Benasau","7196.29983601","Comunitat Valenciana","Alacant-Alicante"
26874,"Famorca","Famorca","14379.06865427","Comunitat Valenciana","Alacant-Alicante"
27031,"Sella","Sella","8333.49986225","Comunitat Valenciana","Alacant-Alicante"
27050,"La Canalosa","el Fondó de les Neus/Hondón de las Nieves","1364.66334959","Comunitat Valenciana","Alacant-Alicante"
27088,"Alcoleja","Alcoleja","6792.44285779","Comunitat Valenciana","Alacant-Alicante"
27089,"El Chirral","Oria","12614.40540015","Andalucía","Almería"
27093,"Beniaia","la Vall d'Alcalà","11793.40886782","Comunitat Valenciana","Alacant-Alicante"
27381,"Los Malinos","Oria","18732.59936804","Andalucía","Almería"
27415,"Marchalico Viñicas","Sorbas","477.92004497","Andalucía","Almería"
27423,"Los Adrianes","Oria","12272.62899791","Andalucía","Almería"
27485,"Doña Juana","Oria","17640.82501633","Andalucía","Almería"
27494,"El Villar","Oria","15806.31549543","Andalucía","Almería"
27526,"Capairola","Oria","13076.80464253","Andalucía","Almería"
27709,"La Carrasca","Turre","2978.71890556","Andalucía","Almería"
27728,"El Margen","Oria","16792.47367153","Andalucía","Almería"
27815,"La Yegua Baja","Oria","19221.36943961","Andalucía","Almería"
27865,"Los Perales","Sorbas","96.31821232","Andalucía","Almería"
27892,"La Cañada","Oria","16996.93053957","Andalucía","Almería"
27895,"La Huelga","Sorbas","453.70365953","Andalucía","Almería"
27928,"La Fuente del Negro","Oria","15915.3720357","Andalucía","Almería"
27974,"El Contador","Chirivel","19271.43919446","Andalucía","Almería"
28013,"Navacepeda de Tormes","San Juan de Gredos","11944.04678984","Castilla y León","Ávila"
28065,"Navatalgordo","Navatalgordo","5878.09216702","Castilla y León","Ávila"
28069,"Morisco","Navatalgordo","4414.71895758","Castilla y León","Ávila"
28082,"Cabezas del Villar","Cabezas del Villar","14417.17226453","Castilla y León","Ávila"
28154,"Martínez","Martínez","14122.65368959","Castilla y León","Ávila"
28199,"Diego Álvaro","Diego del Carpio","16702.0497283","Castilla y León","Ávila"
28218,"Villanueva de Ávila","Villanueva de Ávila","4560.14821877","Castilla y León","Ávila"
28231,"Navalacruz","Navalacruz","7344.22355172","Castilla y León","Ávila"
28242,"Burgohondo","Burgohondo","0","Castilla y León","Ávila"
28267,"Serranillos","Serranillos","12399.93205863","Castilla y León","Ávila"
28274,"Navarrevisca","Navarrevisca","10243.83719138","Castilla y León","Ávila"
28308,"Puente Nueva","Burgohondo","562.62342394","Castilla y León","Ávila"
28705,"Lluc","Escorca","10148.94567274","Illes Balears","Illes Balears"
28801,"Port de sa Calobra","Escorca","10419.048905","Illes Balears","Illes Balears"
28937,"Arroba de los Montes","Arroba de los Montes","10154.61567293","Castilla-La Mancha","Ciudad Real"
28959,"Castellar de Santiago","Castellar de Santiago","17648.94818228","Castilla-La Mancha","Ciudad Real"
28988,"Solana del Pino","Solana del Pino","756.73226564","Castilla-La Mancha","Ciudad Real"
30102,"Perex de Losa","Medina de Pomar","2963.23397404","Castilla y León","Burgos"
30145,"Momediano","Medina de Pomar","6541.88314036","Castilla y León","Burgos"
30182,"Ordejón de Abajo o Santa Maria","Humada","7143.09627425","Castilla y León","Burgos"
30220,"Sáseta","Condado de Treviño","17073.97250288","Castilla y León","Burgos"
37125,"Base Militar","Sant Climent Sescebes","8978.46906737","Cataluña-Catalunya","Girona"
37236,"Cantallops","Cantallops","15341.40743081","Cataluña-Catalunya","Girona"
30375,"Castriciones","Valle de Losa","535.36302581","Castilla y León","Burgos"
30430,"Laño","Condado de Treviño","12204.88101759","Castilla y León","Burgos"
2179,"Aulabar","Bélmez de la Moraleda","99999","Andalucía","Jaén"
30475,"Calzada de Losa","Valle de Losa","552.21960861","Castilla y León","Burgos"
30564,"Fuidio","Condado de Treviño","15522.10980027","Castilla y León","Burgos"
30595,"Gamonoso","Anchuras","10002.73536817","Castilla-La Mancha","Ciudad Real"
30655,"Cedramán","Castillo de Villamalefa","10106.81568995","Comunitat Valenciana","Castelló-Castellón"
30658,"Catí","Catí","13051.4626336","Comunitat Valenciana","Castelló-Castellón"
30675,"Villalacre","Junta de Traslaloma","8380.73491563","Castilla y León","Burgos"
30641,"Villanueva de la Fuente","Villanueva de la Fuente","99999","Castilla-La Mancha","Ciudad Real"
30716,"Dehesilla","Caminomorisco","1107.59340855","Extremadura","Cáceres"
30787,"Barrio de San Felices","Sotresgudo","1301.94515171","Castilla y León","Burgos"
30810,"Paresotas","Medina de Pomar","6034.81058767","Castilla y León","Burgos"
30955,"Guadilla de Villamar","Sotresgudo","4365.02802833","Castilla y León","Burgos"
31093,"Ogueta","Condado de Treviño","16028.06471195","Castilla y León","Burgos"
31111,"Los Ordejones","Humada","5923.27254988","Castilla y León","Burgos"
31176,"O Pazo","Frades","2235.41877415","Galicia","A Coruña"
31185,"Congosto","Humada","6334.06592234","Castilla y León","Burgos"
31300,"Robredo","Medina de Pomar","2604.12989704","Castilla y León","Burgos"
31541,"Avellanar","Pinofranqueado","5718.20411552","Extremadura","Cáceres"
31543,"Rivera Oveja","Casar de Palomero","2722.14637534","Extremadura","Cáceres"
31544,"Pedro-Muñoz","Casar de Palomero","4736.98290628","Extremadura","Cáceres"
31554,"Jola","Valencia de Alcántara","11559.65718681","Extremadura","Cáceres"
31578,"Garvín","Garvín","2920.61909384","Extremadura","Cáceres"
31599,"Cabañas del Castillo","Cabañas del Castillo","2807.82009518","Extremadura","Cáceres"
31613,"Las Mestas","Ladrillar","11806.82207161","Extremadura","Cáceres"
31623,"El Bronco","Santa Cruz de Paniagua","2464.37727937","Extremadura","Cáceres"
31648,"Ladrillar","Ladrillar","15459.31964236","Extremadura","Cáceres"
31654,"La Aldea del Obispo","La Aldea del Obispo","542.95272442","Extremadura","Cáceres"
31656,"Huerta","Caminomorisco","1416.10596002","Extremadura","Cáceres"
31662,"Casar de Palomero","Casar de Palomero","0","Extremadura","Cáceres"
31667,"Robledo","Pinofranqueado","3976.61311224","Extremadura","Cáceres"
31688,"Villanueva de la Sierra","Villanueva de la Sierra","1028.48771591","Extremadura","Cáceres"
31692,"La Pesga","La Pesga","7135.22206904","Extremadura","Cáceres"
31693,"Santiago de Alcántara","Santiago de Alcántara","621.85010617","Extremadura","Cáceres"
31696,"El Gasco","Nuñomoral","8201.86123223","Extremadura","Cáceres"
31729,"Hernán-Pérez","Hernán-Pérez","2413.68845366","Extremadura","Cáceres"
31730,"Carbajo","Carbajo","902.43059914","Extremadura","Cáceres"
31736,"Navezuelas","Navezuelas","5934.18891704","Extremadura","Cáceres"
31742,"Alía","Alía","1986.55984723","Extremadura","Cáceres"
31743,"Cilleros","Cilleros","10780.23351025","Extremadura","Cáceres"
31748,"Horcajo","Pinofranqueado","7108.43403262","Extremadura","Cáceres"
31749,"Serradilla","Serradilla","7612.57546028","Extremadura","Cáceres"
31764,"La Calera","Alía","5294.99953985","Extremadura","Cáceres"
31766,"Roturas","Cabañas del Castillo","5383.40705678","Extremadura","Cáceres"
31769,"Aldehuela","Pinofranqueado","10397.7001464","Extremadura","Cáceres"
31788,"Aceitunilla","Nuñomoral","12759.69831067","Extremadura","Cáceres"
31790,"Cabezo","Ladrillar","13157.09744539","Extremadura","Cáceres"
31799,"Solana","Cabañas del Castillo","1693.50870974","Extremadura","Cáceres"
31965,"Anroig","Xert","7986.53562949","Comunitat Valenciana","Castelló-Castellón"
31995,"Mas de la Peña","Villahermosa del Río","14441.09201516","Comunitat Valenciana","Castelló-Castellón"
32003,"Ballestar","la Pobla de Benifassà","16121.11258877","Comunitat Valenciana","Castelló-Castellón"
32063,"Fredes","la Pobla de Benifassà","19397.1690675","Comunitat Valenciana","Castelló-Castellón"
32076,"La Avella","Catí","11541.10418161","Comunitat Valenciana","Castelló-Castellón"
32087,"Bel","Rossell","13682.31111235","Comunitat Valenciana","Castelló-Castellón"
32131,"Sant Mateu","Sant Mateu","28.51089616","Comunitat Valenciana","Castelló-Castellón"
32134,"Els Rosildos","Sierra Engarcerán","5110.46965018","Comunitat Valenciana","Castelló-Castellón"
32171,"Guadalmez","Guadalmez","5927.72622877","Castilla-La Mancha","Ciudad Real"
32172,"Fontanarejo","Fontanarejo","16921.47328379","Castilla-La Mancha","Ciudad Real"
32190,"Bienvenida","Almodóvar del Campo","11831.81794688","Castilla-La Mancha","Ciudad Real"
32216,"Valdeazogues","Almodóvar del Campo","9458.22192987","Castilla-La Mancha","Ciudad Real"
32239,"Ventillas","Fuencaliente","1186.74525151","Castilla-La Mancha","Ciudad Real"
32254,"Las Peralosas","Malagón","872.68754338","Castilla-La Mancha","Ciudad Real"
32268,"Encinacaída","Anchuras","13778.68751117","Castilla-La Mancha","Ciudad Real"
32488,"Piconcillo","Fuente Obejuna","10520.43726841","Andalucía","Córdoba"
32643,"Seixas","Arzúa","124.65182578","Galicia","A Coruña"
32721,"Salgueiroas","Tordoia","3642.89277818","Galicia","A Coruña"
32738,"O Marquiño","O Pino","1557.58844849","Galicia","A Coruña"
32839,"Moar","Frades","946.44188202","Galicia","A Coruña"
32899,"Orxal","Arzúa","2143.48454554","Galicia","A Coruña"
32978,"A Bugalleira","O Pino","336.80367635","Galicia","A Coruña"
33135,"O Cabo","O Pino","1336.88944029","Galicia","A Coruña"
33191,"Cimadevila","Frades","343.33194555","Galicia","A Coruña"
33367,"O Castro","O Pino","999.88259383","Galicia","A Coruña"
33400,"Ribagorda","Sotorribas","5325.50059289","Castilla-La Mancha","Cuenca"
33405,"Pajarón","Pajarón","14536.81581889","Castilla-La Mancha","Cuenca"
33414,"Fresneda de la Sierra","Fresneda de la Sierra","14596.20138411","Castilla-La Mancha","Cuenca"
33417,"La Ventosa","Villas de la Ventosa","2751.24161312","Castilla-La Mancha","Cuenca"
33418,"Tragacete","Tragacete","17666.61059525","Castilla-La Mancha","Cuenca"
33420,"Valparaíso de Abajo","Campos del Paraíso","7063.91197708","Castilla-La Mancha","Cuenca"
33435,"Moncalvillo de Huete","Huete","3977.83582241","Castilla-La Mancha","Cuenca"
33454,"Piñeiro","O Pino","1417.12680826","Galicia","A Coruña"
33469,"O Vilar","O Pino","0","Galicia","A Coruña"
33605,"Lardeiros de Medín","O Pino","867.47053852","Galicia","A Coruña"
33639,"Vilarello","Frades","2526.09769668","Galicia","A Coruña"
33766,"Queirís","Frades","2158.34534588","Galicia","A Coruña"
33783,"Ferradal","Arzúa","126.65173082","Galicia","A Coruña"
33856,"O Castro","O Pino","324.63749131","Galicia","A Coruña"
33883,"Els Vilars","Espolla","10983.25415722","Cataluña-Catalunya","Girona"
26356,"Pollo de Abajo","Villaverde de Guadalimar","99999","Castilla-La Mancha","Albacete"
34143,"Os Canedos","Frades","4.77019197","Galicia","A Coruña"
26457,"Semilla Baja","Villaverde de Guadalimar","99999","Castilla-La Mancha","Albacete"
34319,"Caboladrón","Frades","1270.9001189","Galicia","A Coruña"
36791,"Masegarejo","Salvacañete","99999","Castilla-La Mancha","Cuenca"
34480,"A Pedreira","Frades","1565.19883204","Galicia","A Coruña"
34566,"A Rúa","O Pino","2808.61588768","Galicia","A Coruña"
34678,"O Barral","O Pino","950.51404772","Galicia","A Coruña"
34689,"Liste","Tordoia","666.00929047","Galicia","A Coruña"
34811,"Vilarchán","Tordoia","4472.38707232","Galicia","A Coruña"
34837,"A Tarroeira","O Pino","1286.09637343","Galicia","A Coruña"
34850,"Gradamil","O Pino","1857.5680095","Galicia","A Coruña"
34852,"A Brea","O Pino","225.6911942","Galicia","A Coruña"
35108,"Pazos","Tordoia","387.9307099","Galicia","A Coruña"
35216,"Vimieiro","O Pino","2736.2022743","Galicia","A Coruña"
35383,"Agrolongo","O Pino","1133.36220847","Galicia","A Coruña"
35399,"Reboredo","Frades","1961.26886567","Galicia","A Coruña"
35881,"Rabal de Abaixo","O Pino","696.88671743","Galicia","A Coruña"
36010,"A Pontraga","Tordoia","1445.70811611","Galicia","A Coruña"
36031,"O Outeiro","Frades","1559.98416639","Galicia","A Coruña"
36059,"O Fontelo","Frades","262.0064985","Galicia","A Coruña"
36126,"Fonsá","Frades","0","Galicia","A Coruña"
36202,"Beis","Arzúa","578.70951043","Galicia","A Coruña"
36208,"A Figueira","Frades","790.9430368","Galicia","A Coruña"
36217,"Fonte Santaia","Frades","1808.68278905","Galicia","A Coruña"
36384,"Higuera de Calatrava","Higuera de Calatrava","12269.61964765","Andalucía","Jaén"
36486,"Vilarbó","Tordoia","1725.10118039","Galicia","A Coruña"
36607,"Portociños","Tordoia","2560.15973408","Galicia","A Coruña"
36648,"La Nogueruela","Salvacañete","17204.17614115","Castilla-La Mancha","Cuenca"
36651,"Villaseca","Sotorribas","4751.0500756","Castilla-La Mancha","Cuenca"
36666,"Valverde de Júcar","Valverde de Júcar","419.59464529","Castilla-La Mancha","Cuenca"
36669,"Huélamo","Huélamo","14319.88209043","Castilla-La Mancha","Cuenca"
36675,"Poyatos","Poyatos","13620.97797168","Castilla-La Mancha","Cuenca"
36678,"Valle Carmona","Salvacañete","17633.64690535","Castilla-La Mancha","Cuenca"
36681,"Salmeroncillos de Arriba","Salmeroncillos","979.81251623","Castilla-La Mancha","Cuenca"
36740,"Culebras","Villas de la Ventosa","1104.42179189","Castilla-La Mancha","Cuenca"
36745,"Villar del Maestre","Villar y Velasco","3685.74508945","Castilla-La Mancha","Cuenca"
36749,"La Langa","Huete","3832.11277635","Castilla-La Mancha","Cuenca"
36768,"Castillejo-Sierra","Castillejo-Sierra","12781.25704029","Castilla-La Mancha","Cuenca"
36774,"Vega del Codorno","Vega del Codorno","19555.356599","Castilla-La Mancha","Cuenca"
36777,"Vellisca","Vellisca","9234.33658597","Castilla-La Mancha","Cuenca"
36782,"Beamud","Beamud","4414.09691317","Castilla-La Mancha","Cuenca"
36877,"Huerta de Marojales","Cañizares","13597.14132696","Castilla-La Mancha","Cuenca"
36951,"Tapis","Maçanet de Cabrenys","18030.39034556","Cataluña-Catalunya","Girona"
37368,"Beget","Camprodon","4870.15389366","Cataluña-Catalunya","Girona"
680,"Zarzuela de Galve","Valverde de los Arroyos","99999","Castilla-La Mancha","Guadalajara"
824,"Palancares","Tamajón","99999","Castilla-La Mancha","Guadalajara"
862,"La Miñosa","La Miñosa","99999","Castilla-La Mancha","Guadalajara"
912,"Campillejo","Campillo de Ranas","99999","Castilla-La Mancha","Guadalajara"
1084,"Madrigal","Atienza","99999","Castilla-La Mancha","Guadalajara"
2290,"Solera","Huelma","99999","Andalucía","Jaén"
3546,"Morla de la Valdería","Castrocontrigo","99999","Castilla y León","León"
7412,"Los Odres","Moratalla","99999","Región de Murcia","Murcia"
7674,"Inazares","Moratalla","99999","Región de Murcia","Murcia"
11610,"Folgueiras de Boiro","Ibias","99999","Principado de Asturias","Asturias"
11665,"Pelliceira","Ibias","99999","Principado de Asturias","Asturias"
19208,"Martín Muñoz de Ayllón","Riaza","99999","Castilla y León","Segovia"
20866,"El Cañigral","Albarracín","99999","Aragón","Teruel"
20870,"Masegoso","Toril y Masegoso","99999","Aragón","Teruel"
20873,"Frías de Albarracín","Frías de Albarracín","99999","Aragón","Teruel"
20957,"Toril","Toril y Masegoso","99999","Aragón","Teruel"
22900,"Villarino de Cebal","San Vitero","99999","Castilla y León","Zamora"
26247,"Zapateros","Vianos","99999","Castilla-La Mancha","Albacete"
26285,"Los Pifanios","Villaverde de Guadalimar","99999","Castilla-La Mancha","Albacete"
26378,"Cortijo del Cura","Riópar","99999","Castilla-La Mancha","Albacete"
26410,"Cortijo de Tortas","Paterna del Madera","99999","Castilla-La Mancha","Albacete"
26420,"Cortijo del Búho","Riópar","99999","Castilla-La Mancha","Albacete"
26466,"Collado","Villaverde de Guadalimar","99999","Castilla-La Mancha","Albacete"
27543,"Los Álamos","Oria","99999","Andalucía","Almería"
27661,"Fuente Grande","Vélez-Rubio","99999","Andalucía","Almería"
27844,"El Cercado","Vélez-Blanco","99999","Andalucía","Almería"
30589,"Coratxà","la Pobla de Benifassà","99999","Comunitat Valenciana","Castelló-Castellón"
30732,"Santa María","Villahermosa","99999","Castilla-La Mancha","Ciudad Real"
32085,"Boixar","la Pobla de Benifassà","99999","Comunitat Valenciana","Castelló-Castellón"
32183,"Cañamares","Villahermosa","99999","Castilla-La Mancha","Ciudad Real"
36638,"Los Perales","Vega del Codorno","99999","Castilla-La Mancha","Cuenca"
36689,"El Perchel","Vega del Codorno","99999","Castilla-La Mancha","Cuenca"
